developer-friendly name,VARIABLE NAME
title_iv.first_gen.transf_still_enrolled_4yr_by.6yrs,FIRSTGEN_ENRL_4YR_TRANS_YR6_RT
title_iv.first_gen.transf_still_enrolled_2yr_by.6yrs,FIRSTGEN_ENRL_2YR_TRANS_YR6_RT
title_iv.first_gen.unknown_by.6yrs,FIRSTGEN_UNKN_ORIG_YR6_RT
title_iv.first_gen.transf_unknown_4yr_by.6yrs,FIRSTGEN_UNKN_4YR_TRANS_YR6_RT
title_iv.first_gen.transf_unknown_2yr_by.6yrs,FIRSTGEN_UNKN_2YR_TRANS_YR6_RT
title_iv.not_first_gen.died_by.6yrs,NOT1STGEN_DEATH_YR6_RT
title_iv.not_first_gen.completed_by.6yrs,NOT1STGEN_COMP_ORIG_YR6_RT
title_iv.not_first_gen.transf_completed_4yr_by.6yrs,NOT1STGEN_COMP_4YR_TRANS_YR6_RT
title_iv.not_first_gen.transf_completed_2yr_by.6yrs,NOT1STGEN_COMP_2YR_TRANS_YR6_RT
title_iv.not_first_gen.withdrawn_by.6yrs,NOT1STGEN_WDRAW_ORIG_YR6_RT
title_iv.not_first_gen.transf_withdrawn_4yr_by.6yrs,NOT1STGEN_WDRAW_4YR_TRANS_YR6_RT
title_iv.not_first_gen.transf_withdrawn_2yr_by.6yrs,NOT1STGEN_WDRAW_2YR_TRANS_YR6_RT
title_iv.not_first_gen.still_enrolled_by.6yrs,NOT1STGEN_ENRL_ORIG_YR6_RT
title_iv.not_first_gen.transf_still_enrolled_4yr_by.6yrs,NOT1STGEN_ENRL_4YR_TRANS_YR6_RT
title_iv.not_first_gen.transf_still_enrolled_2yr_by.6yrs,NOT1STGEN_ENRL_2YR_TRANS_YR6_RT
title_iv.not_first_gen.unknown_by.6yrs,NOT1STGEN_UNKN_ORIG_YR6_RT
title_iv.not_first_gen.transf_unknown_4yr_by.6yrs,NOT1STGEN_UNKN_4YR_TRANS_YR6_RT
title_iv.not_first_gen.transf_unknown_2yr_by.6yrs,NOT1STGEN_UNKN_2YR_TRANS_YR6_RT
title_iv.died_by.8yrs,DEATH_YR8_RT
title_iv.completed_by.8yrs,COMP_ORIG_YR8_RT
title_iv.transf_completed_4yr_by.8yrs,COMP_4YR_TRANS_YR8_RT
title_iv.transf_completed_2yr_by.8yrs,COMP_2YR_TRANS_YR8_RT
title_iv.withdrawn_by.8yrs,WDRAW_ORIG_YR8_RT
title_iv.transf_withdrawn_4yr_by.8yrs,WDRAW_4YR_TRANS_YR8_RT
title_iv.transf_withdrawn_2yr_by.8yrs,WDRAW_2YR_TRANS_YR8_RT
title_iv.still_enrolled_by.8yrs,ENRL_ORIG_YR8_RT
title_iv.transf_still_enrolled_4yr_by.8yrs,ENRL_4YR_TRANS_YR8_RT
title_iv.transf_still_enrolled_2yr_by.8yrs,ENRL_2YR_TRANS_YR8_RT
title_iv.unknown_by.8yrs,UNKN_ORIG_YR8_RT
title_iv.transf_unknown_4yr_by.8yrs,UNKN_4YR_TRANS_YR8_RT
title_iv.transf_unknown_2yr_by.8yrs,UNKN_2YR_TRANS_YR8_RT
title_iv.low_inc.died_by.8yrs,LO_INC_DEATH_YR8_RT
title_iv.low_inc.completed_by.8yrs,LO_INC_COMP_ORIG_YR8_RT
title_iv.low_inc.transf_completed_4yr_by.8yrs,LO_INC_COMP_4YR_TRANS_YR8_RT
title_iv.low_inc.transf_completed_2yr_by.8yrs,LO_INC_COMP_2YR_TRANS_YR8_RT
title_iv.low_inc.withdrawn_by.8yrs,LO_INC_WDRAW_ORIG_YR8_RT
title_iv.low_inc.transf_withdrawn_4yr_by.8yrs,LO_INC_WDRAW_4YR_TRANS_YR8_RT
title_iv.low_inc.transf_withdrawn_2yr_by.8yrs,LO_INC_WDRAW_2YR_TRANS_YR8_RT
title_iv.low_inc.still_enrolled_by.8yrs,LO_INC_ENRL_ORIG_YR8_RT
title_iv.low_inc.transf_still_enrolled_4yr_by.8yrs,LO_INC_ENRL_4YR_TRANS_YR8_RT
title_iv.low_inc.transf_still_enrolled_2yr_by.8yrs,LO_INC_ENRL_2YR_TRANS_YR8_RT
title_iv.low_inc.unknown_by.8yrs,LO_INC_UNKN_ORIG_YR8_RT
title_iv.low_inc.transf_unknown_4yr_by.8yrs,LO_INC_UNKN_4YR_TRANS_YR8_RT
title_iv.low_inc.transf_unknown_2yr_by.8yrs,LO_INC_UNKN_2YR_TRANS_YR8_RT
title_iv.mid_inc.died_by.8yrs,MD_INC_DEATH_YR8_RT
title_iv.mid_inc.completed_by.8yrs,MD_INC_COMP_ORIG_YR8_RT
title_iv.mid_inc.transf_completed_4yr_by.8yrs,MD_INC_COMP_4YR_TRANS_YR8_RT
title_iv.mid_inc.transf_completed_2yr_by.8yrs,MD_INC_COMP_2YR_TRANS_YR8_RT
title_iv.mid_inc.withdrawn_by.8yrs,MD_INC_WDRAW_ORIG_YR8_RT
title_iv.mid_inc.transf_withdrawn_4yr_by.8yrs,MD_INC_WDRAW_4YR_TRANS_YR8_RT
title_iv.mid_inc.transf_withdrawn_2yr_by.8yrs,MD_INC_WDRAW_2YR_TRANS_YR8_RT
title_iv.mid_inc.still_enrolled_by.8yrs,MD_INC_ENRL_ORIG_YR8_RT
title_iv.mid_inc.transf_still_enrolled_4yr_by.8yrs,MD_INC_ENRL_4YR_TRANS_YR8_RT
title_iv.mid_inc.transf_still_enrolled_2yr_by.8yrs,MD_INC_ENRL_2YR_TRANS_YR8_RT
title_iv.mid_inc.unknown_by.8yrs,MD_INC_UNKN_ORIG_YR8_RT
title_iv.mid_inc.transf_unknown_4yr_by.8yrs,MD_INC_UNKN_4YR_TRANS_YR8_RT
title_iv.mid_inc.transf_unknown_2yr_by.8yrs,MD_INC_UNKN_2YR_TRANS_YR8_RT
title_iv.high_inc.died_by.8yrs,HI_INC_DEATH_YR8_RT
title_iv.high_inc.completed_by.8yrs,HI_INC_COMP_ORIG_YR8_RT
title_iv.high_inc.transf_completed_4yr_by.8yrs,HI_INC_COMP_4YR_TRANS_YR8_RT
title_iv.high_inc.transf_completed_2yr_by.8yrs,HI_INC_COMP_2YR_TRANS_YR8_RT
title_iv.high_inc.withdrawn_by.8yrs,HI_INC_WDRAW_ORIG_YR8_RT
title_iv.high_inc.transf_withdrawn_4yr_by.8yrs,HI_INC_WDRAW_4YR_TRANS_YR8_RT
title_iv.high_inc.transf_withdrawn_2yr_by.8yrs,HI_INC_WDRAW_2YR_TRANS_YR8_RT
title_iv.high_inc.still_enrolled_by.8yrs,HI_INC_ENRL_ORIG_YR8_RT
title_iv.high_inc.transf_still_enrolled_4yr_by.8yrs,HI_INC_ENRL_4YR_TRANS_YR8_RT
title_iv.high_inc.transf_still_enrolled_2yr_by.8yrs,HI_INC_ENRL_2YR_TRANS_YR8_RT
title_iv.high_inc.unknown_by.8yrs,HI_INC_UNKN_ORIG_YR8_RT
title_iv.high_inc.transf_unknown_4yr_by.8yrs,HI_INC_UNKN_4YR_TRANS_YR8_RT
title_iv.high_inc.transf_unknown_2yr_by.8yrs,HI_INC_UNKN_2YR_TRANS_YR8_RT
title_iv.depend.died_by.8yrs,DEP_DEATH_YR8_RT
title_iv.depend.completed_by.8yrs,DEP_COMP_ORIG_YR8_RT
title_iv.depend.transf_completed_4yr_by.8yrs,DEP_COMP_4YR_TRANS_YR8_RT
title_iv.depend.transf_completed_2yr_by.8yrs,DEP_COMP_2YR_TRANS_YR8_RT
title_iv.depend.withdrawn_by.8yrs,DEP_WDRAW_ORIG_YR8_RT
title_iv.depend.transf_withdrawn_4yr_by.8yrs,DEP_WDRAW_4YR_TRANS_YR8_RT
title_iv.depend.transf_withdrawn_2yr_by.8yrs,DEP_WDRAW_2YR_TRANS_YR8_RT
title_iv.depend.still_enrolled_by.8yrs,DEP_ENRL_ORIG_YR8_RT
title_iv.depend.transf_still_enrolled_4yr_by.8yrs,DEP_ENRL_4YR_TRANS_YR8_RT
title_iv.depend.transf_still_enrolled_2yr_by.8yrs,DEP_ENRL_2YR_TRANS_YR8_RT
title_iv.depend.unknown_by.8yrs,DEP_UNKN_ORIG_YR8_RT
title_iv.depend.transf_unknown_4yr_by.8yrs,DEP_UNKN_4YR_TRANS_YR8_RT
title_iv.depend.transf_unknown_2yr_by.8yrs,DEP_UNKN_2YR_TRANS_YR8_RT
title_iv.independ.died_by.8yrs,IND_DEATH_YR8_RT
title_iv.independ.completed_by.8yrs,IND_COMP_ORIG_YR8_RT
title_iv.independ.transf_completed_4yr_by.8yrs,IND_COMP_4YR_TRANS_YR8_RT
title_iv.independ.transf_completed_2yr_by.8yrs,IND_COMP_2YR_TRANS_YR8_RT
title_iv.independ.withdrawn_by.8yrs,IND_WDRAW_ORIG_YR8_RT
title_iv.independ.transf_withdrawn_4yr_by.8yrs,IND_WDRAW_4YR_TRANS_YR8_RT
title_iv.independ.transf_withdrawn_2yr_by.8yrs,IND_WDRAW_2YR_TRANS_YR8_RT
title_iv.independ.still_enrolled_by.8yrs,IND_ENRL_ORIG_YR8_RT
title_iv.independ.transf_still_enrolled_4yr_by.8yrs,IND_ENRL_4YR_TRANS_YR8_RT
title_iv.independ.transf_still_enrolled_2yr_by.8yrs,IND_ENRL_2YR_TRANS_YR8_RT
title_iv.independ.unknown_by.8yrs,IND_UNKN_ORIG_YR8_RT
title_iv.independ.transf_unknown_4yr_by.8yrs,IND_UNKN_4YR_TRANS_YR8_RT
title_iv.independ.transf_unknown_2yr_by.8yrs,IND_UNKN_2YR_TRANS_YR8_RT
title_iv.female.died_by.8yrs,FEMALE_DEATH_YR8_RT
title_iv.female.completed_by.8yrs,FEMALE_COMP_ORIG_YR8_RT
title_iv.female.transf_completed_4yr_by.8yrs,FEMALE_COMP_4YR_TRANS_YR8_RT
title_iv.female.transf_completed_2yr_by.8yrs,FEMALE_COMP_2YR_TRANS_YR8_RT
title_iv.female.withdrawn_by.8yrs,FEMALE_WDRAW_ORIG_YR8_RT
title_iv.female.transf_withdrawn_4yr_by.8yrs,FEMALE_WDRAW_4YR_TRANS_YR8_RT
title_iv.female.transf_withdrawn_2yr_by.8yrs,FEMALE_WDRAW_2YR_TRANS_YR8_RT
title_iv.female.still_enrolled_by.8yrs,FEMALE_ENRL_ORIG_YR8_RT
title_iv.female.transf_still_enrolled_4yr_by.8yrs,FEMALE_ENRL_4YR_TRANS_YR8_RT
title_iv.female.transf_still_enrolled_2yr_by.8yrs,FEMALE_ENRL_2YR_TRANS_YR8_RT
title_iv.female.unknown_by.8yrs,FEMALE_UNKN_ORIG_YR8_RT
title_iv.female.transf_unknown_4yr_by.8yrs,FEMALE_UNKN_4YR_TRANS_YR8_RT
title_iv.female.transf_unknown_2yr_by.8yrs,FEMALE_UNKN_2YR_TRANS_YR8_RT
title_iv.male.died_by.8yrs,MALE_DEATH_YR8_RT
title_iv.male.completed_by.8yrs,MALE_COMP_ORIG_YR8_RT
title_iv.male.transf_completed_4yr_by.8yrs,MALE_COMP_4YR_TRANS_YR8_RT
title_iv.male.transf_completed_2yr_by.8yrs,MALE_COMP_2YR_TRANS_YR8_RT
title_iv.male.withdrawn_by.8yrs,MALE_WDRAW_ORIG_YR8_RT
title_iv.male.transf_withdrawn_4yr_by.8yrs,MALE_WDRAW_4YR_TRANS_YR8_RT
title_iv.male.transf_withdrawn_2yr_by.8yrs,MALE_WDRAW_2YR_TRANS_YR8_RT
title_iv.male.still_enrolled_by.8yrs,MALE_ENRL_ORIG_YR8_RT
title_iv.male.transf_still_enrolled_4yr_by.8yrs,MALE_ENRL_4YR_TRANS_YR8_RT
title_iv.male.transf_still_enrolled_2yr_by.8yrs,MALE_ENRL_2YR_TRANS_YR8_RT
title_iv.male.unknown_by.8yrs,MALE_UNKN_ORIG_YR8_RT
title_iv.male.transf_unknown_4yr_by.8yrs,MALE_UNKN_4YR_TRANS_YR8_RT
title_iv.male.transf_unknown_2yr_by.8yrs,MALE_UNKN_2YR_TRANS_YR8_RT
title_iv.pell_recip.died_by.8yrs,PELL_DEATH_YR8_RT
title_iv.pell_recip.completed_by.8yrs,PELL_COMP_ORIG_YR8_RT
title_iv.pell_recip.transf_completed_4yr_by.8yrs,PELL_COMP_4YR_TRANS_YR8_RT
title_iv.pell_recip.transf_completed_2yr_by.8yrs,PELL_COMP_2YR_TRANS_YR8_RT
title_iv.pell_recip.withdrawn_by.8yrs,PELL_WDRAW_ORIG_YR8_RT
title_iv.pell_recip.transf_withdrawn_4yr_by.8yrs,PELL_WDRAW_4YR_TRANS_YR8_RT
title_iv.pell_recip.transf_withdrawn_2yr_by.8yrs,PELL_WDRAW_2YR_TRANS_YR8_RT
title_iv.pell_recip.still_enrolled_by.8yrs,PELL_ENRL_ORIG_YR8_RT
title_iv.pell_recip.transf_still_enrolled_4yr_by.8yrs,PELL_ENRL_4YR_TRANS_YR8_RT
title_iv.pell_recip.transf_still_enrolled_2yr_by.8yrs,PELL_ENRL_2YR_TRANS_YR8_RT
title_iv.pell_recip.unknown_by.8yrs,PELL_UNKN_ORIG_YR8_RT
title_iv.pell_recip.transf_unknown_4yr_by.8yrs,PELL_UNKN_4YR_TRANS_YR8_RT
title_iv.pell_recip.transf_unknown_2yr_by.8yrs,PELL_UNKN_2YR_TRANS_YR8_RT
title_iv.no_pell.died_by.8yrs,NOPELL_DEATH_YR8_RT
title_iv.no_pell.completed_by.8yrs,NOPELL_COMP_ORIG_YR8_RT
title_iv.no_pell.transf_completed_4yr_by.8yrs,NOPELL_COMP_4YR_TRANS_YR8_RT
title_iv.no_pell.transf_completed_2yr_by.8yrs,NOPELL_COMP_2YR_TRANS_YR8_RT
title_iv.no_pell.withdrawn_by.8yrs,NOPELL_WDRAW_ORIG_YR8_RT
title_iv.no_pell.transf_withdrawn_4yr_by.8yrs,NOPELL_WDRAW_4YR_TRANS_YR8_RT
title_iv.no_pell.transf_withdrawn_2yr_by.8yrs,NOPELL_WDRAW_2YR_TRANS_YR8_RT
title_iv.no_pell.still_enrolled_by.8yrs,NOPELL_ENRL_ORIG_YR8_RT
title_iv.no_pell.transf_still_enrolled_4yr_by.8yrs,NOPELL_ENRL_4YR_TRANS_YR8_RT
title_iv.no_pell.transf_still_enrolled_2yr_by.8yrs,NOPELL_ENRL_2YR_TRANS_YR8_RT
title_iv.no_pell.unknown_by.8yrs,NOPELL_UNKN_ORIG_YR8_RT
title_iv.no_pell.transf_unknown_4yr_by.8yrs,NOPELL_UNKN_4YR_TRANS_YR8_RT
title_iv.no_pell.transf_unknown_2yr_by.8yrs,NOPELL_UNKN_2YR_TRANS_YR8_RT
title_iv.loan_recip.died_by.8yrs,LOAN_DEATH_YR8_RT
title_iv.loan_recip.completed_by.8yrs,LOAN_COMP_ORIG_YR8_RT
title_iv.loan_recip.transf_completed_4yr_by.8yrs,LOAN_COMP_4YR_TRANS_YR8_RT
title_iv.loan_recip.transf_completed_2yr_by.8yrs,LOAN_COMP_2YR_TRANS_YR8_RT
title_iv.loan_recip.withdrawn_by.8yrs,LOAN_WDRAW_ORIG_YR8_RT
title_iv.loan_recip.transf_withdrawn_4yr_by.8yrs,LOAN_WDRAW_4YR_TRANS_YR8_RT
title_iv.loan_recip.transf_withdrawn_2yr_by.8yrs,LOAN_WDRAW_2YR_TRANS_YR8_RT
title_iv.loan_recip.still_enrolled_by.8yrs,LOAN_ENRL_ORIG_YR8_RT
title_iv.loan_recip.transf_still_enrolled_4yr_by.8yrs,LOAN_ENRL_4YR_TRANS_YR8_RT
title_iv.loan_recip.transf_still_enrolled_2yr_by.8yrs,LOAN_ENRL_2YR_TRANS_YR8_RT
title_iv.loan_recip.unknown_by.8yrs,LOAN_UNKN_ORIG_YR8_RT
title_iv.loan_recip.transf_unknown_4yr_by.8yrs,LOAN_UNKN_4YR_TRANS_YR8_RT
title_iv.loan_recip.transf_unknown_2yr_by.8yrs,LOAN_UNKN_2YR_TRANS_YR8_RT
title_iv.no_loan.died_by.8yrs,NOLOAN_DEATH_YR8_RT
title_iv.no_loan.completed_by.8yrs,NOLOAN_COMP_ORIG_YR8_RT
title_iv.no_loan.transf_completed_4yr_by.8yrs,NOLOAN_COMP_4YR_TRANS_YR8_RT
title_iv.no_loan.transf_completed_2yr_by.8yrs,NOLOAN_COMP_2YR_TRANS_YR8_RT
title_iv.no_loan.withdrawn_by.8yrs,NOLOAN_WDRAW_ORIG_YR8_RT
title_iv.no_loan.transf_withdrawn_4yr_by.8yrs,NOLOAN_WDRAW_4YR_TRANS_YR8_RT
title_iv.no_loan.transf_withdrawn_2yr_by.8yrs,NOLOAN_WDRAW_2YR_TRANS_YR8_RT
title_iv.no_loan.still_enrolled_by.8yrs,NOLOAN_ENRL_ORIG_YR8_RT
title_iv.no_loan.transf_still_enrolled_4yr_by.8yrs,NOLOAN_ENRL_4YR_TRANS_YR8_RT
title_iv.no_loan.transf_still_enrolled_2yr_by.8yrs,NOLOAN_ENRL_2YR_TRANS_YR8_RT
title_iv.no_loan.unknown_by.8yrs,NOLOAN_UNKN_ORIG_YR8_RT
title_iv.no_loan.transf_unknown_4yr_by.8yrs,NOLOAN_UNKN_4YR_TRANS_YR8_RT
title_iv.no_loan.transf_unknown_2yr_by.8yrs,NOLOAN_UNKN_2YR_TRANS_YR8_RT
title_iv.first_gen.died_by.8yrs,FIRSTGEN_DEATH_YR8_RT
title_iv.first_gen.completed_by.8yrs,FIRSTGEN_COMP_ORIG_YR8_RT
title_iv.first_gen.transf_completed_4yr_by.8yrs,FIRSTGEN_COMP_4YR_TRANS_YR8_RT
title_iv.first_gen.transf_completed_2yr_by.8yrs,FIRSTGEN_COMP_2YR_TRANS_YR8_RT
title_iv.first_gen.withdrawn_by.8yrs,FIRSTGEN_WDRAW_ORIG_YR8_RT
title_iv.first_gen.transf_withdrawn_4yr_by.8yrs,FIRSTGEN_WDRAW_4YR_TRANS_YR8_RT
title_iv.first_gen.transf_withdrawn_2yr_by.8yrs,FIRSTGEN_WDRAW_2YR_TRANS_YR8_RT
title_iv.first_gen.still_enrolled_by.8yrs,FIRSTGEN_ENRL_ORIG_YR8_RT
title_iv.first_gen.transf_still_enrolled_4yr_by.8yrs,FIRSTGEN_ENRL_4YR_TRANS_YR8_RT
title_iv.first_gen.transf_still_enrolled_2yr_by.8yrs,FIRSTGEN_ENRL_2YR_TRANS_YR8_RT
title_iv.first_gen.unknown_by.8yrs,FIRSTGEN_UNKN_ORIG_YR8_RT
title_iv.first_gen.transf_unknown_4yr_by.8yrs,FIRSTGEN_UNKN_4YR_TRANS_YR8_RT
title_iv.first_gen.transf_unknown_2yr_by.8yrs,FIRSTGEN_UNKN_2YR_TRANS_YR8_RT
title_iv.not_first_gen.died_by.8yrs,NOT1STGEN_DEATH_YR8_RT
title_iv.not_first_gen.completed_by.8yrs,NOT1STGEN_COMP_ORIG_YR8_RT
title_iv.not_first_gen.transf_completed_4yr_by.8yrs,NOT1STGEN_COMP_4YR_TRANS_YR8_RT
title_iv.not_first_gen.transf_completed_2yr_by.8yrs,NOT1STGEN_COMP_2YR_TRANS_YR8_RT
title_iv.not_first_gen.withdrawn_by.8yrs,NOT1STGEN_WDRAW_ORIG_YR8_RT
title_iv.not_first_gen.transf_withdrawn_4yr_by.8yrs,NOT1STGEN_WDRAW_4YR_TRANS_YR8_RT
title_iv.not_first_gen.transf_withdrawn_2yr_by.8yrs,NOT1STGEN_WDRAW_2YR_TRANS_YR8_RT
title_iv.not_first_gen.still_enrolled_by.8yrs,NOT1STGEN_ENRL_ORIG_YR8_RT
title_iv.not_first_gen.transf_still_enrolled_4yr_by.8yrs,NOT1STGEN_ENRL_4YR_TRANS_YR8_RT
title_iv.not_first_gen.transf_still_enrolled_2yr_by.8yrs,NOT1STGEN_ENRL_2YR_TRANS_YR8_RT
title_iv.not_first_gen.unknown_by.8yrs,NOT1STGEN_UNKN_ORIG_YR8_RT
title_iv.not_first_gen.transf_unknown_4yr_by.8yrs,NOT1STGEN_UNKN_4YR_TRANS_YR8_RT
title_iv.not_first_gen.transf_unknown_2yr_by.8yrs,NOT1STGEN_UNKN_2YR_TRANS_YR8_RT
repayment_cohort.1_year_declining_balance,RPY_1YR_RT
1_yr_repayment.completers_rate,COMPL_RPY_1YR_RT
1_yr_repayment.noncompleters_rate,NONCOM_RPY_1YR_RT
1_yr_repayment.income.0_30000,LO_INC_RPY_1YR_RT
1_yr_repayment.income.30000_75000,MD_INC_RPY_1YR_RT
1_yr_repayment.income.greater_than_75000,HI_INC_RPY_1YR_RT
1_yr_repayment.dependent_students_rate,DEP_RPY_1YR_RT
1_yr_repayment.independent_students_rate,IND_RPY_1YR_RT
1_yr_repayment.pell_grant_rate,PELL_RPY_1YR_RT
1_yr_repayment.no_pell_grant_rate,NOPELL_RPY_1YR_RT
1_yr_repayment.female_students_rate,FEMALE_RPY_1YR_RT
1_yr_repayment.male_students_rate,MALE_RPY_1YR_RT
1_yr_repayment.first_generation_students_rate,FIRSTGEN_RPY_1YR_RT
1_yr_repayment.non_first_generation_students_rate,NOTFIRSTGEN_RPY_1YR_RT
repayment_cohort.3_year_declining_balance,RPY_3YR_RT
3_yr_repayment.completers_rate,COMPL_RPY_3YR_RT
3_yr_repayment.noncompleters_rate,NONCOM_RPY_3YR_RT
3_yr_repayment.income.0_30000,LO_INC_RPY_3YR_RT
3_yr_repayment.income.30000_75000,MD_INC_RPY_3YR_RT
3_yr_repayment.income.greater_than_75000,HI_INC_RPY_3YR_RT
3_yr_repayment.dependent_students_rate,DEP_RPY_3YR_RT
3_yr_repayment.independent_students_rate,IND_RPY_3YR_RT
3_yr_repayment.pell_grant_rate,PELL_RPY_3YR_RT
3_yr_repayment.no_pell_grant_rate,NOPELL_RPY_3YR_RT
3_yr_repayment.female_students_rate,FEMALE_RPY_3YR_RT
3_yr_repayment.male_students_rate,MALE_RPY_3YR_RT
3_yr_repayment.first_generation_students_rate,FIRSTGEN_RPY_3YR_RT
3_yr_repayment.non_first_generation_students_rate,NOTFIRSTGEN_RPY_3YR_RT
repayment_cohort.5_year_declining_balance,RPY_5YR_RT
5_yr_repayment.completers_rate,COMPL_RPY_5YR_RT
5_yr_repayment.noncompleters_rate,NONCOM_RPY_5YR_RT
5_yr_repayment.income.0_30000,LO_INC_RPY_5YR_RT
5_yr_repayment.income.30000_75000,MD_INC_RPY_5YR_RT
5_yr_repayment.income.greater_than_75000,HI_INC_RPY_5YR_RT
5_yr_repayment.dependent_students_rate,DEP_RPY_5YR_RT
5_yr_repayment.independent_students_rate,IND_RPY_5YR_RT
5_yr_repayment.pell_grant_rate,PELL_RPY_5YR_RT
5_yr_repayment.no_pell_grant_rate,NOPELL_RPY_5YR_RT
5_yr_repayment.female_students_rate,FEMALE_RPY_5YR_RT
5_yr_repayment.male_students_rate,MALE_RPY_5YR_RT
5_yr_repayment.first_generation_students_rate,FIRSTGEN_RPY_5YR_RT
5_yr_repayment.non_first_generation_students_rate,NOTFIRSTGEN_RPY_5YR_RT
repayment_cohort.7_year_declining_balance,RPY_7YR_RT
7_yr_repayment.completers_rate,COMPL_RPY_7YR_RT
7_yr_repayment.noncompleters_rate,NONCOM_RPY_7YR_RT
7_yr_repayment.income.0_30000,LO_INC_RPY_7YR_RT
7_yr_repayment.income.30000_75000,MD_INC_RPY_7YR_RT
7_yr_repayment.income.greater_than_75000,HI_INC_RPY_7YR_RT
7_yr_repayment.dependent_students_rate,DEP_RPY_7YR_RT
7_yr_repayment.independent_students_rate,IND_RPY_7YR_RT
7_yr_repayment.pell_grant_rate,PELL_RPY_7YR_RT
7_yr_repayment.no_pell_grant_rate,NOPELL_RPY_7YR_RT
7_yr_repayment.female_students_rate,FEMALE_RPY_7YR_RT
7_yr_repayment.male_students_rate,MALE_RPY_7YR_RT
7_yr_repayment.first_generation_students_rate,FIRSTGEN_RPY_7YR_RT
7_yr_repayment.non_first_generation_students_rate,NOTFIRSTGEN_RPY_7YR_RT
share_lowincome.0_30000,INC_PCT_LO
share_independent_students,DEP_STAT_PCT_IND
share_independent_lowincome.0_30000,IND_INC_PCT_LO
share_dependent_lowincome.0_300000,DEP_INC_PCT_LO
share_firstgeneration,PAR_ED_PCT_1STGEN
share_middleincome.30001_48000,INC_PCT_M1
share_middleincome.48001_75000,INC_PCT_M2
share_highincome.75001_110000,INC_PCT_H1
share_highincome.110001plus,INC_PCT_H2
share_dependent_middleincome.300001_48000,DEP_INC_PCT_M1
share_dependent_middleincome.48001_75000,DEP_INC_PCT_M2
share_dependent_highincome.75001_110000,DEP_INC_PCT_H1
share_dependent_highincome.110001plus,DEP_INC_PCT_H2
share_independent_middleincome.30001_48000,IND_INC_PCT_M1
share_independent_middleincome.48001_75000,IND_INC_PCT_M2
share_independent_highincome.75001_110000,IND_INC_PCT_H1
share_independent_highincome.110001plus,IND_INC_PCT_H2
share_firstgeneration_parents.middleschool,PAR_ED_PCT_MS
share_firstgeneration_parents.highschool,PAR_ED_PCT_HS
share_firstgeneration_parents.somecollege,PAR_ED_PCT_PS
fafsa_sent.2_college_allyrs,APPL_SCH_PCT_GE2
fafsa_sent.3_college_allyrs,APPL_SCH_PCT_GE3
fafsa_sent.4_college_allyrs,APPL_SCH_PCT_GE4
fafsa_sent.5plus_college_allyrs,APPL_SCH_PCT_GE5
avg_dependent_income.2014dollars,DEP_INC_AVG
avg_independent_income.2014dollars,IND_INC_AVG
2_yr_completion.overall,OVERALL_YR2_N
2_yr_completion.low_income,LO_INC_YR2_N
2_yr_completion.middle_income,MD_INC_YR2_N
2_yr_completion.high_income,HI_INC_YR2_N
2_yr_completion.dependent_students,DEP_YR2_N
2_yr_completion.independent_students,IND_YR2_N
2_yr_completion.female_students,FEMALE_YR2_N
2_yr_completion.male_students,MALE_YR2_N
2_yr_completion.pell_grant,PELL_YR2_N
2_yr_completion.no_pell_grant,NOPELL_YR2_N
2_yr_completion.loan_students,LOAN_YR2_N
2_yr_completion.no_loan_students,NOLOAN_YR2_N
2_yr_completion.first_generation_students,FIRSTGEN_YR2_N
2_yr_completion.no_first_generation_students,NOT1STGEN_YR2_N
3_yr_completion.overall,OVERALL_YR3_N
3_yr_completion.low_income,LO_INC_YR3_N
3_yr_completion.middle_income,MD_INC_YR3_N
3_yr_completion.high_income,HI_INC_YR3_N
3_yr_completion.dependent_students,DEP_YR3_N
3_yr_completion.independent_students,IND_YR3_N
3_yr_completion.female_students,FEMALE_YR3_N
3_yr_completion.male_students,MALE_YR3_N
3_yr_completion.pell_grant,PELL_YR3_N
3_yr_completion.no_pell_grant,NOPELL_YR3_N
3_yr_completion.loan_students,LOAN_YR3_N
3_yr_completion.no_loan_students,NOLOAN_YR3_N
3_yr_completion.first_generation_students,FIRSTGEN_YR3_N
3_yr_completion.no_first_generation_students,NOT1STGEN_YR3_N
4_yr_completion.overall,OVERALL_YR4_N
4_yr_completion.low_income,LO_INC_YR4_N
4_yr_completion.middle_income,MD_INC_YR4_N
4_yr_completion.high_income,HI_INC_YR4_N
4_yr_completion.dependent_students,DEP_YR4_N
4_yr_completion.independent_students,IND_YR4_N
4_yr_completion.female_students,FEMALE_YR4_N
4_yr_completion.male_students,MALE_YR4_N
4_yr_completion.pell_grant,PELL_YR4_N
4_yr_completion.no_pell_grant,NOPELL_YR4_N
4_yr_completion.loan_students,LOAN_YR4_N
4_yr_completion.no_loan_students,NOLOAN_YR4_N
4_yr_completion.first_generation_students,FIRSTGEN_YR4_N
4_yr_completion.no_first_generation_students,NOT1STGEN_YR4_N
6_yr_completion.overall,OVERALL_YR6_N
6_yr_completion.low_income,LO_INC_YR6_N
6_yr_completion.middle_income,MD_INC_YR6_N
6_yr_completion.high_income,HI_INC_YR6_N
6_yr_completion.dependent_students,DEP_YR6_N
6_yr_completion.independent_students,IND_YR6_N
6_yr_completion.female_students,FEMALE_YR6_N
6_yr_completion.male_students,MALE_YR6_N
